premise;hypothesis;label
ཁྱེད་དང་ཐུགས་བརྩེ་ཅན་གྱི་ཚོགས་མི་གཞན་རྣམས་ཀྱིས། ང་ཚོའི་མངའ་སྡེའི་སྤོབས་པ་ཅན་གྱི་ཤུལ་བཞག་སྲུང་སྐྱོབ་དང་སྤེལ་བའི་ལས་འགུལ་ལ་རོགས་བྱེད་རྒྱུ་རེད། ;མངའ་སྡེའི་ཁྲིམས་ཁང་གིས་མི་རེ་རེས་ནོར་སྐལ་གྱི་ཆེད་དུ་ཨ་སྒོར་ ༢༠ འབུལ་དགོས་པར་བཀའ་འཁྲོལ་གནང་འདུག ;1
ཁྱེད་ཚོ་སྤྱི་ཚོགས་ནང་ཞུགས་ན་ཁྱེད་ཚོར་ང་ཚོའི་སྤྱི་ཚོགས་ནང་མ་གཏོགས་གཞན་ལས་རིམ་ཁག་ལ་ཞུགས་ཆོག་གི་གོ་སྐབས་ཐོབ་པ་དང་། སྤྱི་ཚོགས་ཀྱི་ཚོགས་འདུའི་ཚོགས་འདུའི་ནང་ཞུགས་ཆོག་གི་གོ་སྐབས་ཡང་ཐོབ་ཀྱི་རེད། ;ཁྱེད་ཚོས་འཐུས་སྤྲོད་ན་ང་ཚོའི་འཐུས་མཁོ་ཁོ་ཁོ་ཁོ་ན་ལས་རིམ་ལ་ཞུགས་ཐུབ། ;0
ཁྱེད་ཚོ་སྤྱི་ཚོགས་ནང་ཞུགས་ན་ཁྱེད་ཚོར་ང་ཚོའི་སྤྱི་ཚོགས་ནང་མ་གཏོགས་གཞན་ལས་རིམ་ཁག་ལ་ཞུགས་ཆོག་གི་གོ་སྐབས་ཐོབ་པ་དང་། སྤྱི་ཚོགས་ཀྱི་ཚོགས་འདུའི་ཚོགས་འདུའི་ནང་ཞུགས་ཆོག་གི་གོ་སྐབས་ཡང་ཐོབ་ཀྱི་རེད། ;ཁྱེད་ཚོས་དུས་རྒྱུན་གྱི་ཚོགས་འདུ་ཁག་ནང་འཛུལ་ཞུགས་བྱེད་ཐུབ། ;1
ཁྱེད་ཚོ་སྤྱི་ཚོགས་ནང་ཞུགས་ན་ཁྱེད་ཚོར་ང་ཚོའི་སྤྱི་ཚོགས་ནང་མ་གཏོགས་གཞན་ལས་རིམ་ཁག་ལ་ཞུགས་ཆོག་གི་གོ་སྐབས་ཐོབ་པ་དང་། སྤྱི་ཚོགས་ཀྱི་ཚོགས་འདུའི་ཚོགས་འདུའི་ནང་ཞུགས་ཆོག་གི་གོ་སྐབས་ཡང་ཐོབ་ཀྱི་རེད། ;ཕྱོགས་གང་སར་འགྲོ་བ་ལ་གླ་ཆའི་ཐོག་ནས་འགྲོ་དགོས་ཀྱི་འདུག ;2
འདི་ལོའི་སློབ་ཕྲུག་བགྲོ་གླེང་ཚོགས་འདུའི་ཉིན་གུང་དེ་ཕྱི་ལོ་ ༡༩༩༡ ཟླ་ ༡༠ ཚེས་ ༢༣ ཉིན་ཏེན་ནི་སི་མངའ་སྡེའི་ན་ཤིལ་ (Nashville) གྲོང་ཁྱེར་དུ་ AMRA ལོ་བསྟར་ཚོགས་འདུའི་སྐབས་ལ་སྲུང་བརྩི་བྱ་རྒྱུ་ཡིན་འདུག ;AMRA ལོ་བསྟར་ཚོགས་འདུ་ནི་ལོ་རེར་ན་ཤི་ཝི་ལར་འཚོགས་ཀྱི་ཡོད། ;1
འདི་ལོའི་སློབ་ཕྲུག་བགྲོ་གླེང་ཚོགས་འདུའི་ཉིན་གུང་དེ་ཕྱི་ལོ་ ༡༩༩༡ ཟླ་ ༡༠ ཚེས་ ༢༣ ཉིན་ཏེན་ནི་སི་མངའ་སྡེའི་ན་ཤིལ་ (Nashville) གྲོང་ཁྱེར་དུ་ AMRA ལོ་བསྟར་ཚོགས་འདུའི་སྐབས་ལ་སྲུང་བརྩི་བྱ་རྒྱུ་ཡིན་འདུག ;AMRA ལོ་བསྟར་ཚོགས་འདུ་ནི་ ༡༩༩༡ ལོར་ན་ཤི་ཝི་ལར་འཚོགས་པ་རེད། ;0
འདི་ལོའི་སློབ་ཕྲུག་བགྲོ་གླེང་ཚོགས་འདུའི་ཉིན་གུང་དེ་ཕྱི་ལོ་ ༡༩༩༡ ཟླ་ ༡༠ ཚེས་ ༢༣ ཉིན་ཏེན་ནི་སི་མངའ་སྡེའི་ན་ཤིལ་ (Nashville) གྲོང་ཁྱེར་དུ་ AMRA ལོ་བསྟར་ཚོགས་འདུའི་སྐབས་ལ་སྲུང་བརྩི་བྱ་རྒྱུ་ཡིན་འདུག ;AMRA ལོ་བསྟར་ཚོགས་འདུ་ནི་ ༡༩༩༡ ལོར་ཊེག་སིར་རུ་འཚོགས་པ་རེད། ;2
གདོང་ལེན་ཆེན་པོ་ཞིག་ཅི་ཞིག་ཡོད། ;རྒན་ཤོས་ཁག་ལ་དཀའ་སྡུག་ཆེན་པོ་ཞིག་ཡོད། ;0
གདོང་ལེན་ཆེན་པོ་ཞིག་ཅི་ཞིག་ཡོད། ;ང་ཚོས་རྒན་པོ་རྣམས་ལ་ཉིན་རེར་ས་ལམ་ ༡༠༠ ཙམ་འགྲོ་དགོས་པའི་དཀའ་ངལ། ;1
གདོང་ལེན་ཆེན་པོ་ཞིག་ཅི་ཞིག་ཡོད། ;རྒན་པོ་རྣམས་ལ་ལས་རིམ་གང་ཡང་མེད། ;2
ཁྱེད་ཀྱི་མི་རྒྱུད་སྤྱི་ཚོགས་འདི་ནས་སེམས་ཅན་དང་དེ་དག་གི་མི་རྣམས་ལ་སྤྱི་ཚོགས་ཞབས་ཞུའི་ལས་དོན་ལེགས་པོ་བྱས་པར་མ་ཟད། ནཤ་ཝ་གྲོང་ཁྱེར་དུ་གནས་སྟངས་ལེགས་པ་ཞིག་ཀྱང་ཡིན། ;མི་མཐུན་གྱི་སྤྱི་ཚོགས་ནང་ལོ་རེར་སེམས་ཅན་ ༡༠༠༠ ལ་ལྟ་སྐྱོང་བྱེད་ཀྱི་ཡོད། ;1
ཁྱེད་ཀྱི་མི་རྒྱུད་སྤྱི་ཚོགས་འདི་ནས་སེམས་ཅན་དང་དེ་དག་གི་མི་རྣམས་ལ་སྤྱི་ཚོགས་ཞབས་ཞུའི་ལས་དོན་ལེགས་པོ་བྱས་པར་མ་ཟད། ནཤ་ཝ་གྲོང་ཁྱེར་དུ་གནས་སྟངས་ལེགས་པ་ཞིག་ཀྱང་ཡིན། ;མི་མཐུན་པའི་སྤྱི་ཚོགས་ནང་སེམས་ཅན་དང་འབྲེལ་བ་གང་ཡང་མེད། ;2
ཁྱེད་ཀྱི་མི་རྒྱུད་སྤྱི་ཚོགས་འདི་ནས་སེམས་ཅན་དང་དེ་དག་གི་མི་རྣམས་ལ་སྤྱི་ཚོགས་ཞབས་ཞུའི་ལས་དོན་ལེགས་པོ་བྱས་པར་མ་ཟད། ནཤ་ཝ་གྲོང་ཁྱེར་དུ་གནས་སྟངས་ལེགས་པ་ཞིག་ཀྱང་ཡིན། ;མི་མཐུན་གྱི་སྤྱི་ཚོགས་ནི་ན་ཤུའི་སེམས་ཅན་སྲུང་སྐྱོབ་ཁང་ཡིན། ;0
ཤ་ཁྲག་གི་ཆགས་ཚུལ་གྱི་དཀའ་སྡུག་གིས་དུད་འགྲོའི་ཁྲོད་དུ་སྤྱིར་བཏང་གི་བྱ་རིམ་ཞིག་ཡིན་པར་ཆ་བཞག་ན་ཧ་ཅང་དཀའ་ངལ་ཆེན་པོ་བྱུང་། ;ཁ་དོག་གཞན་དང་འདྲ་བ་ཡོད། ;2
ཤ་ཁྲག་གི་ཆགས་ཚུལ་གྱི་དཀའ་སྡུག་གིས་དུད་འགྲོའི་ཁྲོད་དུ་སྤྱིར་བཏང་གི་བྱ་རིམ་ཞིག་ཡིན་པར་ཆ་བཞག་ན་ཧ་ཅང་དཀའ་ངལ་ཆེན་པོ་བྱུང་། ;རི་དྭགས་ཀྱི་གཟུགས་ཚད་ནི་སེམས་ཅན་གཞན་ལས་མང་བ་ཡོད་པས་དེའི་ལུས་ཚད་ལ་ལས་བཅོས་བཅོས་བྱེད་དཀའ་བ་ཞིག་ཡིན། ;1
ཤ་ཁྲག་གི་ཆགས་ཚུལ་གྱི་དཀའ་སྡུག་གིས་དུད་འགྲོའི་ཁྲོད་དུ་སྤྱིར་བཏང་གི་བྱ་རིམ་ཞིག་ཡིན་པར་ཆ་བཞག་ན་ཧ་ཅང་དཀའ་ངལ་ཆེན་པོ་བྱུང་། ;ཁ་བའི་རྨ་ལ་རྨ་བཅོས་བྱེད་དཀའ་བ་ཞིག་ཡིན། ;0
ང་ཚོས་རང་གི་འདོད་པའི་དངོས་པོ་གང་ཞིག་ཀྱང་མེད་པའམ། ཡང་ན་གཞན་གྱིས་མཐོང་བ་ལྟར་ཡོད་ཀྱང་མེད། འོན་ཀྱང་མོས་ང་ཚོས་དགོས་ངེས་ཀྱི་དངོས་པོ་བཟོས་པ་ལ་ཡིད་ཆེས་བྱེད་བྱུང་། ;ང་ཚོས་རང་གི་རྨི་ལམ་ནང་མཐོང་བའི་དངོས་པོ་ཚང་མ་ཡོད་ཅིང་། ;2
ང་ཚོས་རང་གི་འདོད་པའི་དངོས་པོ་གང་ཞིག་ཀྱང་མེད་པའམ། ཡང་ན་གཞན་གྱིས་མཐོང་བ་ལྟར་ཡོད་ཀྱང་མེད། འོན་ཀྱང་མོས་ང་ཚོས་དགོས་ངེས་ཀྱི་དངོས་པོ་བཟོས་པ་ལ་ཡིད་ཆེས་བྱེད་བྱུང་། ;ང་ཚོས་དགོས་ངེས་ཀྱི་དངོས་པོ་བཟང་པོ་རྣམས་ཐོབ་བྱུང་། ;0
ང་ཚོས་རང་གི་འདོད་པའི་དངོས་པོ་གང་ཞིག་ཀྱང་མེད་པའམ། ཡང་ན་གཞན་གྱིས་མཐོང་བ་ལྟར་ཡོད་ཀྱང་མེད། འོན་ཀྱང་མོས་ང་ཚོས་དགོས་ངེས་ཀྱི་དངོས་པོ་བཟོས་པ་ལ་ཡིད་ཆེས་བྱེད་བྱུང་། ;ང་ཚོའི་ཟས་དང་སྡོད་ཁང་ཡོད་ཀྱང་གཞན་གང་ཡང་མེད། ;1
ངས་ IRT ལ་ལོ་ ༡༧ རིང་ལས་ཀ་བྱས་ཡོད། ;IRT དང་འབྲེལ་བ་གང་ཡང་མེད། ;2
ངས་ IRT ལ་ལོ་ ༡༧ རིང་ལས་ཀ་བྱས་ཡོད། ;ངས་ IRT ཡི་དངུལ་བསྡུ་བའི་ལས་འགུལ་ནང་ལོ་ ༡༠ ལྷག་རིང་ལས་ཀ་བྱས་ཡོད། ;1
ངས་ IRT ལ་ལོ་ ༡༧ རིང་ལས་ཀ་བྱས་ཡོད། ;ངས་ IRT ལ་ཡུན་རིང་ལས་ཀ་བྱས་ཡོད། ;0
གྲོང་ཁྱེར་དང་སྤྱི་ཚོགས་དང་སྤྱི་ཚོགས་ཁག་གི་འཐུས་མི་ཁག་དང་འབྲེལ་བའི་གྲོས་མོལ་ཐོག་ IMA ཡིས་སྒྱུ་རྩལ་དང་རིག་གནས་ཀྱི་ལས་འགུལ་གོང་འཕེལ་གཏོང་ཐབས་ཀྱི་སྐོར་ ;IMA ཀྱིས་རང་དབང་ཐོག་ཉིན་རེའི་ལས་ཀ་བྱེད་དོན། ;2
གྲོང་ཁྱེར་དང་སྤྱི་ཚོགས་དང་སྤྱི་ཚོགས་ཁག་གི་འཐུས་མི་ཁག་དང་འབྲེལ་བའི་གྲོས་མོལ་ཐོག་ IMA ཡིས་སྒྱུ་རྩལ་དང་རིག་གནས་ཀྱི་ལས་འགུལ་གོང་འཕེལ་གཏོང་ཐབས་ཀྱི་སྐོར་ ;IMA ཀྱིས་གཞན་ཚོགས་དང་ལས་ཀ་བྱེད་སྟབས། གང་ཡིན་ཟེར་ན། ཁོང་ཚོས་དངུལ་གྱི་ཆ་ཤས་མཉམ་ལ་བརྟེན་པ་རེད། ;1
གྲོང་ཁྱེར་དང་སྤྱི་ཚོགས་དང་སྤྱི་ཚོགས་ཁག་གི་འཐུས་མི་ཁག་དང་འབྲེལ་བའི་གྲོས་མོལ་ཐོག་ IMA ཡིས་སྒྱུ་རྩལ་དང་རིག་གནས་ཀྱི་ལས་འགུལ་གོང་འཕེལ་གཏོང་ཐབས་ཀྱི་སྐོར་ ;IMA གྱིས་ས་གནས་ཀྱི་ཚོགས་པ་གཞན་དང་མཉམ་ལས་བྱེད་ཡོད། ;0
གྲངས་འབོར་འདི་ཧ་ཅང་ཆེན་པོ་ཡིན་ཡང་། སློབ་གཉེར་གྲོགས་རམ་ནི་དངུལ་གྱི་དགོས་མཁོ་ཡོད་མཁན་སློབ་ཕྲུག་དྲག་ཤོས་རྣམས་འདུ་འཛོམས་བྱེད་རྒྱུར་གལ་ཆེ་བ་རེད། ;དངུལ་འབྲེལ་གྱི་དགོས་མཁོ་ཡོད་པའི་སློབ་ཕྲུག་དྲག་ཤོས་ཚོས་ སློབ་གཉེར་གྲོགས་རམ་ཐོབ་ཡོད། ;0
གྲངས་འབོར་འདི་ཧ་ཅང་ཆེན་པོ་ཡིན་ཡང་། སློབ་གཉེར་གྲོགས་རམ་ནི་དངུལ་གྱི་དགོས་མཁོ་ཡོད་མཁན་སློབ་ཕྲུག་དྲག་ཤོས་རྣམས་འདུ་འཛོམས་བྱེད་རྒྱུར་གལ་ཆེ་བ་རེད། ;སློབ་ཕྲུག་དྲག་ཤོས་ ༥༠ ལ་སློབ་གཉེར་གྲོགས་རམ་ ༥༠ འབུལ་རྒྱུ། ;1
གྲངས་འབོར་འདི་ཧ་ཅང་ཆེན་པོ་ཡིན་ཡང་། སློབ་གཉེར་གྲོགས་རམ་ནི་དངུལ་གྱི་དགོས་མཁོ་ཡོད་མཁན་སློབ་ཕྲུག་དྲག་ཤོས་རྣམས་འདུ་འཛོམས་བྱེད་རྒྱུར་གལ་ཆེ་བ་རེད། ;ང་ཚོས་སློབ་ཕྲུག་རྣམས་ལ་སློབ་གཉེར་གྲོགས་རམ་དང་དངུལ་གྱི་རོགས་རམ་མི་བྱེད། ;2
ངའི་བསམ་བློར་དེ་ནི་ངེས་ཅན་ཞིག་རེད། ཁྱེད་ནི་སེམས་ཁྲལ་བྱེད་མཁན་ཞིག་རེད། ཁྱེད་ཚོས་ལོ་རེར་ཁྱེད་རང་ཚོའི་ཆོས་ཚོགས་ལ་ཕུལ་བའི་ཞལ་འདེབས་ཀྱི་སྒོ་ནས་དེ་གསལ་པོར་བསྟན་པ་ལྟར། ;ཁྱོད་ནི་གླེན་པ་ཞིག་ཡིན་པ་ངས་ཤེས་ཀྱི་ཡོད། ;2
ངའི་བསམ་བློར་དེ་ནི་ངེས་ཅན་ཞིག་རེད། ཁྱེད་ནི་སེམས་ཁྲལ་བྱེད་མཁན་ཞིག་རེད། ཁྱེད་ཚོས་ལོ་རེར་ཁྱེད་རང་ཚོའི་ཆོས་ཚོགས་ལ་ཕུལ་བའི་ཞལ་འདེབས་ཀྱི་སྒོ་ནས་དེ་གསལ་པོར་བསྟན་པ་ལྟར། ;ཁྱོད་ནི་སེམས་ཁྲལ་མེད་ཅིང་མི་བཟང་པོ་ཞིག་ཡིན་པར་ངས་ཡིད་ཆེས་བྱེད་ཀྱི་འདུག ;0
ངའི་བསམ་བློར་དེ་ནི་ངེས་ཅན་ཞིག་རེད། ཁྱེད་ནི་སེམས་ཁྲལ་བྱེད་མཁན་ཞིག་རེད། ཁྱེད་ཚོས་ལོ་རེར་ཁྱེད་རང་ཚོའི་ཆོས་ཚོགས་ལ་ཕུལ་བའི་ཞལ་འདེབས་ཀྱི་སྒོ་ནས་དེ་གསལ་པོར་བསྟན་པ་ལྟར། ;ཁྱོད་ཀྱིས་ཨ་སྒོར་ ༢༠༠༠ འབུལ་བའི་སྒོ་ནས་ཁྱོད་མི་བཟང་པོ་ཞིག་ཡིན་པར་བསྟན་ཡོད། ;1
ཨ་མ་ནི་རྟག་ཏུ་ངེད་གཉིས་མཉམ་དུ་ཡོད། ;ཁོ་མོས་ང་ཚོ་ལ་དགོས་ངེས་དངུལ་ཚང་མ་སྤྲད་བྱུང་། ;1
ཨ་མ་ནི་རྟག་ཏུ་ངེད་གཉིས་མཉམ་དུ་ཡོད། ;ཁོ་མོས་ང་ཚོར་རོགས་རམ་གང་ཡང་བྱས་མེད། ;2
ཨ་མ་ནི་རྟག་ཏུ་ངེད་གཉིས་མཉམ་དུ་ཡོད། ;མོ་ནི་ང་ལ་རོགས་རམ་བྱེད་མཁན་ཞིག་རེད། ;0
ངའི་རྨི་ལམ་ནི་ཨ་རིའི་མི་ཚང་མ་ཨོ་ལིམ་པིག་གི་ནང་མི་ཞིག་ཏུ་གྱུར་བ་མཐོང་རྒྱུ་དེ་ཡིན། དེ་བས་ཁྱེད་རང་ཚོས་གང་ཐུབ་ཐུབ་ཕུལ་རོགས་གནང་། ;ཨ་རིའི་མི་ཚང་མ་ནི་སྐྱེས་ནས་ལུས་རྩལ་མཁས་པ་རེད་བསམ་གྱི་འདུག ;1
ངའི་རྨི་ལམ་ནི་ཨ་རིའི་མི་ཚང་མ་ཨོ་ལིམ་པིག་གི་ནང་མི་ཞིག་ཏུ་གྱུར་བ་མཐོང་རྒྱུ་དེ་ཡིན། དེ་བས་ཁྱེད་རང་ཚོས་གང་ཐུབ་ཐུབ་ཕུལ་རོགས་གནང་། ;ངས་ཨ་རིའི་བུད་མེད་ཚོ་ཨོ་ལིམ་པིག་རྩེད་འགྲན་པ་ཆགས་པ་མཐོང་འདོད་ཀྱི་འདུག ;2
ངའི་རྨི་ལམ་ནི་ཨ་རིའི་མི་ཚང་མ་ཨོ་ལིམ་པིག་གི་ནང་མི་ཞིག་ཏུ་གྱུར་བ་མཐོང་རྒྱུ་དེ་ཡིན། དེ་བས་ཁྱེད་རང་ཚོས་གང་ཐུབ་ཐུབ་ཕུལ་རོགས་གནང་། ;ངས་ཨ་རིའི་མི་ཚོས་ཨོ་ལིམ་པིག་གི་ནང་མི་ནང་ཞུགས་པར་འདོད་ཀྱི་འདུག ;0
ཝཱ་ཤི་གོན་དང་། ཀོ་ལོ་རའོ་ཌ། བྱང་དྷ་ཀོ་ཏ། བཅས་ཀྱི་ས་མིག་ཁ་ཕྱེས་ཡོད་པ་རྣམས་དང་། དུས་ཡུན་རིང་པོའི་རིང་སྤྱི་མཐུན་ཚོགས་པའི་ཚོགས་མི་ཨ་ལན་ཌིག་སོན་ (Alan Dixon) ཡི་ཕྱིར་འབུད་བྱས་ཡོད་པ་ཚོས་ང་ཚོའི་རྒྱལ་ཁ་ལེན་པའི་གོ་སྐབས་རྒྱ་ཆེར་སྤེལ་ཡོད། ;ཨ་ལན་ཌིག་སོན་ནི་སྤྱི་མཐུན་ཚོགས་པའི་སྲིད་དོན་པ་ཞིག་རེད། ;0
ཝཱ་ཤི་གོན་དང་། ཀོ་ལོ་རའོ་ཌ། བྱང་དྷ་ཀོ་ཏ། བཅས་ཀྱི་ས་མིག་ཁ་ཕྱེས་ཡོད་པ་རྣམས་དང་། དུས་ཡུན་རིང་པོའི་རིང་སྤྱི་མཐུན་ཚོགས་པའི་ཚོགས་མི་ཨ་ལན་ཌིག་སོན་ (Alan Dixon) ཡི་ཕྱིར་འབུད་བྱས་ཡོད་པ་ཚོས་ང་ཚོའི་རྒྱལ་ཁ་ལེན་པའི་གོ་སྐབས་རྒྱ་ཆེར་སྤེལ་ཡོད། ;ཨ་ལན་ཌིག་སོན་ནི་དམངས་གཙོ་ཚོགས་པའི་ཚོགས་མི་ཞིག་རེད། ;2
ཝཱ་ཤི་གོན་དང་། ཀོ་ལོ་རའོ་ཌ། བྱང་དྷ་ཀོ་ཏ། བཅས་ཀྱི་ས་མིག་ཁ་ཕྱེས་ཡོད་པ་རྣམས་དང་། དུས་ཡུན་རིང་པོའི་རིང་སྤྱི་མཐུན་ཚོགས་པའི་ཚོགས་མི་ཨ་ལན་ཌིག་སོན་ (Alan Dixon) ཡི་ཕྱིར་འབུད་བྱས་ཡོད་པ་ཚོས་ང་ཚོའི་རྒྱལ་ཁ་ལེན་པའི་གོ་སྐབས་རྒྱ་ཆེར་སྤེལ་ཡོད། ;ཨ་ལན་ཌིག་སོན་ནི་མངའ་སྡེའི་སྤྱི་འཐུས་ཞིག་རེད། ;1
སྤྱི་ལོ་ ༡༩༩༠ ལོར་ལས་རིམ་གྱིས་ཨེ་ལཊོན་ཊི་རིཌ་ལི་ (Elton T. Ridley) མཆོག་གི་ཞབས་ཞུའི་གཟེངས་རྟགས་བཙུགས་པ་རེད། ;ལོ་ ༢༠༠༢ བར་དུས་མིན་གྱི་བྱ་དགའ་ཐོབ་ཀྱི་མེད། ;2
སྤྱི་ལོ་ ༡༩༩༠ ལོར་ལས་རིམ་གྱིས་ཨེ་ལཊོན་ཊི་རིཌ་ལི་ (Elton T. Ridley) མཆོག་གི་ཞབས་ཞུའི་གཟེངས་རྟགས་བཙུགས་པ་རེད། ;ཁོང་ཚོས་ ༡༩༩༠ ལོར་བྱ་དགའ་དེ་འགོ་འཛུགས་བྱས་པ་ཡིན། གང་ལགས་ཟེར་ན། ཁོང་ཚོར་དངུལ་གྲོགས་རམ་ཆེན་པོ་ཞིག་ཐོབ་ཡོད་པས་ཡིན། ;1
སྤྱི་ལོ་ ༡༩༩༠ ལོར་ལས་རིམ་གྱིས་ཨེ་ལཊོན་ཊི་རིཌ་ལི་ (Elton T. Ridley) མཆོག་གི་ཞབས་ཞུའི་གཟེངས་རྟགས་བཙུགས་པ་རེད། ;ཁོང་ཚོས་བྱ་དགའ་དེ་ ༡༩༩༠ ལོར་འགོ་འཛུགས་བྱས་ཡོད། ;0
དེའི་ཐོག་རྒྱ་གར་གྱི་མངའ་སྡེའི་མི་སེར་ཚོས་རྒྱ་གར་གྱི་ཁྲལ་ཁྲལ་གྱི་རྒྱབ་སྐྱོར་ཐོབ་ཐུབ། དེ་ནི་རྒྱ་གར་གྱི་མངའ་སྡེའི་ཁྲལ་ཁྲལ་གྱི་རྒྱབ་སྐྱོར་ཐོབ་པའི་ཐོག་ནས་ཐད་ཀར་ལག་ལེན་བྱེད་ཐུབ། ;ཨི་ཌི་ཡ་ན་མངའ་སྡེའི་གཞུང་གིས་ཁྲལ་ཡངས་ཀྱི་གོ་སྐབས་མི་སྟེར་བ་རེད། ;2
དེའི་ཐོག་རྒྱ་གར་གྱི་མངའ་སྡེའི་མི་སེར་ཚོས་རྒྱ་གར་གྱི་ཁྲལ་ཁྲལ་གྱི་རྒྱབ་སྐྱོར་ཐོབ་ཐུབ། དེ་ནི་རྒྱ་གར་གྱི་མངའ་སྡེའི་ཁྲལ་ཁྲལ་གྱི་རྒྱབ་སྐྱོར་ཐོབ་པའི་ཐོག་ནས་ཐད་ཀར་ལག་ལེན་བྱེད་ཐུབ། ;རྒྱ་གར་གྱི་མི་ཚོས་བརྙན་ཁང་ལ་ཕུལ་བའི་དངུལ་ལས་བརྒྱ་ཆ་ ༥༠ ཁྲལ་ཕབ་ཀྱི་ཡོད། ;1
དེའི་ཐོག་རྒྱ་གར་གྱི་མངའ་སྡེའི་མི་སེར་ཚོས་རྒྱ་གར་གྱི་ཁྲལ་ཁྲལ་གྱི་རྒྱབ་སྐྱོར་ཐོབ་ཐུབ། དེ་ནི་རྒྱ་གར་གྱི་མངའ་སྡེའི་ཁྲལ་ཁྲལ་གྱི་རྒྱབ་སྐྱོར་ཐོབ་པའི་ཐོག་ནས་ཐད་ཀར་ལག་ལེན་བྱེད་ཐུབ། ;རྒྱ་ཌི་ན་ཡ་མངའ་སྡེའི་མི་སེར་ཚོས་རྒྱ་ཌི་ན་ཡ་མངའ་སྡེའི་ཁྲལ་ལས་ཁེ་ཕན་ཐོབ་ཀྱི་ཡོད། ;0
སྟོན་ཁང་ཞིག་ནས་རྗེས་སུ། གཞོན་ནུ་བཟའ་ཟླ་གཉིས་པོ་ཞིག་ཡར་འཛེགས་ཏེ་འཚམས་འདྲི་ཞུ་བར་ཡོང་ངོ་། ;གཞས་པ་གཉིས་པོ་ཞིག་བརྙན་སྟོན་དུ་ཕེབས་འདུག ;0
སྟོན་ཁང་ཞིག་ནས་རྗེས་སུ། གཞོན་ནུ་བཟའ་ཟླ་གཉིས་པོ་ཞིག་ཡར་འཛེགས་ཏེ་འཚམས་འདྲི་ཞུ་བར་ཡོང་ངོ་། ;གཞོན་ནུ་ཕོ་མོ་གཉིས་པོ་རང་གི་ཐོག་མའི་འཁྲབ་སྟོན་ལ་ཕེབས་པ། ;1
སྟོན་ཁང་ཞིག་ནས་རྗེས་སུ། གཞོན་ནུ་བཟའ་ཟླ་གཉིས་པོ་ཞིག་ཡར་འཛེགས་ཏེ་འཚམས་འདྲི་ཞུ་བར་ཡོང་ངོ་། ;སྟོན་ཁང་དུ་མི་ལོ་ ༨༠ ལས་ཉུང་བ་ཞིག་ཀྱང་མེད། ;2
སློབ་ཐོན་པ་ཡོངས་ལ་སྒོར་ ༡༠༠༠ འབུལ་ཞུ་གི་ཡོད། ;ང་ཚོས་སློབ་ཕྲུག་ནས་དངུལ་གསོག་འཇོག་བྱེད་བཞིན་ཡོད། ;0
སློབ་ཐོན་པ་ཡོངས་ལ་སྒོར་ ༡༠༠༠ འབུལ་ཞུ་གི་ཡོད། ;ང་ཚོས་དངུལ་སྒོར་ ༡༠༠,༠༠༠ ཀྱི་དམིགས་ཡུལ་སྒྲུབ་ཐབས་ཀྱི་ཆེད་དུ་དངུལ་བསྡུ་སྒྲུག་བྱེད་བཞིན་ཡོད། ;1
སློབ་ཐོན་པ་ཡོངས་ལ་སྒོར་ ༡༠༠༠ འབུལ་ཞུ་གི་ཡོད། ;ང་ཚོས་སློབ་ཕྲུག་དེང་སང་གི་སློབ་ཕྲུག་རྣམས་ལ་དམིགས་གཏད་བྱེད་པ་ཡིན། ;2
ང་ཚོའི་སྤྱི་ཚོགས་ཡར་རྒྱས་གཏོང་ཐབས་བྱེད་རྒྱུ་ཡིན། ;ང་ཚོའི་སྤྱི་ཚོགས་ལ་རོགས་རམ་དགོས་ཀྱི་མེད། ;2
ང་ཚོའི་སྤྱི་ཚོགས་ཡར་རྒྱས་གཏོང་ཐབས་བྱེད་རྒྱུ་ཡིན། ;ཁྱེད་ཚོས་སྤྱི་ཚོགས་ཡར་རྒྱས་གཏོང་རོགས་གནང་རོགས་ཞུ། ;0
ང་ཚོའི་སྤྱི་ཚོགས་ཡར་རྒྱས་གཏོང་ཐབས་བྱེད་རྒྱུ་ཡིན། ;ཁྱེད་ཚོས་ང་ཚོའི་སྤྱི་ཚོགས་ལ་ཁྲིམས་འགལ་ལས་འགུལ་མེད་པའི་གནས་ཤིག་ཏུ་འགྱུར་བར་རེ་བ་ཡོད། ;1
འདི་ལྟར་ YMCA ཀྱིས་རང་རང་གི་དམིགས་ཡུལ་དེ་སྒྲུབ་ཐབས་བྱེད་ཐབས་ཡིན། དེ་ནི་རང་རང་གི་འཕེལ་རྒྱས་ལ་སྐུལ་སློང་དང་མི་ཡོངས་ཀྱི་སེམས་ཁམས་དང་ལུས་ཁམས་ཀྱི་འཕྲོད་བསྟེན་ལ་ཕན་པའི་ལས་རིམ་བརྒྱུད་ནས། ཆོས་ལུགས་ལུགས་ལུགས་ལུགས་ལུགས་ལ་ལག་བསྟར་བྱེད་ཐབས་ཡིན། ;YMCA ཡི་ནང་ཆོས་ཀྱི་ལྟ་བ་སྤེལ་བའི་ལས་རིམ་ ༡༠༠ ལྷག་ཡོད། ;1
